_col0,primary_category,basic_category
1824,atv_rentals_and_tours,recreational_equipment_rental_service
16372,auction_house,specialty_store
18015,audio_visual_equipment_store,electronics_store
196,audio_visual_production_and_design,b2b_service
12154,audiologist,healthcare_location
4930,audiovisual_equipment_rental,event_or_party_service
20863,auditorium,performing_arts_venue
2657,australian_restaurant,restaurant
2583,austrian_restaurant,restaurant
48249,auto_body_shop,auto_body_shop
51789,auto_company,vehicle_dealer
14513,auto_customization,vehicle_service
116837,auto_detailing,auto_detailing_service
7069,auto_electrical_repair,vehicle_service
29491,auto_glass_service,auto_glass_service
38308,auto_insurance,insurance_agency
6609,auto_loan_provider,loan_provider
13028,auto_manufacturers_and_distributors,manufacturer
27796,auto_parts_and_supply_store,specialty_store
12275,auto_restoration_services,vehicle_service
1265,auto_security,vehicle_service
3749,auto_upholstery,vehicle_service
19399,automation_services,b2b_service
5102,automobile_leasing,vehicle_service
3655,automobile_registration_service,vehicle_service
171013,automotive,vehicle_service
10502,automotive_consultant,vehicle_service
88429,automotive_dealer,car_dealer
331163,automotive_parts_and_accessories,specialty_store
962573,automotive_repair,auto_repair_service
68761,automotive_services_and_repair,vehicle_service
3512,automotive_storage_facility,storage_facility
360,automotive_wheel_polishing_service,vehicle_service
107,aviation_museum,science_museum
409,avionics_shop,vehicle_service
764,awning_supplier,b2b_supplier_distributor
25,axe_throwing,entertainment_location
254,ayurveda,alternative_medicine
58,azerbaijani_restaurant,restaurant
80,b2b_agriculture_and_food,agricultural_service
5738,b2b_apparel,b2b_supplier_distributor
170,b2b_autos_and_vehicles,b2b_supplier_distributor
5927,b2b_cleaning_and_waste_management,b2b_service
68,b2b_dairies,farm
12964,b2b_electronic_equipment,b2b_supplier_distributor
799,b2b_energy_and_mining,b2b_service
563,b2b_equipment_maintenance_and_repair,b2b_supplier_distributor
12,b2b_farming,farm
80,b2b_farms,farm
1162,b2b_food_products,agricultural_service
472,b2b_forklift_dealers,b2b_supplier_distributor
473,b2b_furniture_and_housewares,b2b_supplier_distributor
139,b2b_hardware,b2b_supplier_distributor
15927,b2b_jewelers,b2b_supplier_distributor
1344,b2b_machinery_and_tools,b2b_supplier_distributor
212,b2b_medical_support_services,b2b_service
1039,b2b_oil_and_gas_extraction_and_services,oil_or_gas_facility
1469,b2b_rubber_and_plastics,b2b_supplier_distributor
13621,b2b_science_and_technology,b2b_service
477,b2b_scientific_equipment,b2b_service
336,b2b_sporting_and_recreation_goods,b2b_supplier_distributor
99,b2b_storage_and_warehouses,b2b_service
28104,b2b_textiles,b2b_supplier_distributor
70,b2b_tires,b2b_supplier_distributor
1625,b2b_tractor_dealers,b2b_supplier_distributor
1401,b2b_truck_equipment_parts_and_accessories,b2b_supplier_distributor
5238,baby_gear_and_furniture,specialty_store
63,back_shop,food_or_beverage_store
68,backflow_services,home_service
23,background_check_services,human_resource_service
5,backpacking_area,recreational_trail
3560,badminton_court,sport_court
980,bagel_restaurant,casual_eatery
9811,bagel_shop,casual_eatery
865,bags_luggage_company,specialty_store
6431,bail_bonds_service,bail_bonds_service
524751,bakery,bakery
100,balloon_ports,airport
370,balloon_services,event_or_party_service
1724,bangladeshi_restaurant,restaurant
404644,bank_credit_union,financial_service
424,bank_equipment_service,b2b_service
9506,bankruptcy_law,attorney_or_law_firm
149750,banks,bank
66084,baptist_church,christian_place_of_worship
751086,bar,bar
48804,bar_and_grill_restaurant,bar_and_grill
3,bar_crawl,social_club
133347,barbecue_restaurant,restaurant
370540,barber,barber_shop
361,barre_classes,fitness_studio
2332,bartender,event_or_party_service
554,bartending_school,specialty_school
22790,baseball_field,sport_field
1098,baseball_stadium,sport_stadium
8439,basketball_court,sport_court
822,basketball_stadium,sport_stadium
664,basque_restaurant,restaurant
288,bathroom_fixture_stores,specialty_store
6120,bathroom_remodeling,remodeling_service
263,bathtub_and_sink_repairs,home_service
1,battery_inverter_supplier,b2b_supplier_distributor
3248,battery_store,electronics_store
2122,batting_cage,sport_fitness_facility
10,bazaars,specialty_store
170630,beach,
925,beach_bar,bar
934,beach_equipment_rentals,water_sport_equipment_rental_service
3839,beach_resort,resort
25,beach_volleyball_court,sport_court
315,bearing_supplier,b2b_supplier_distributor
543634,beauty_and_spa,beauty_salon
22186,beauty_product_supplier,b2b_supplier_distributor
1368421,beauty_salon,beauty_salon
152479,bed_and_breakfast,bed_and_breakfast
1638,bedding_and_bath_stores,specialty_store
28955,beer_bar,bar
22793,beer_garden,bar
25,beer_tours,tour_operator
14201,beer_wine_and_spirits,food_or_beverage_store
138,behavior_analyst,mental_health
42,belarusian_restaurant,restaurant
4025,belgian_restaurant,restaurant
3,belizean_restaurant,restaurant
19324,betting_center,gaming_venue
21293,beverage_store,beverage_shop
8689,beverage_supplier,b2b_supplier_distributor
11,bicycle_path,bicycle_path
6,bicycle_sharing_location,transportation_location
94043,bicycle_shop,sporting_goods_store
19,bike_parking,parking
13195,bike_rentals,bicycle_rental_service
12846,bike_repair_maintenance,vehicle_service
3,bike_sharing,transportation_location
66,bike_tours,tour_operator
632,billing_services,b2b_service
2903,bingo_hall,bingo_hall
7472,biotechnology_company,b2b_service
167,bird_shop,pet_store
6581,bistro,casual_eatery
268,blacksmiths,b2b_service
8117,blood_and_plasma_donation_center,clinic_or_treatment_center
244,blow_dry_blow_out_service,hair_salon
83,blueprinters,building_construction_service
302,board_of_education_offices,government_office
176,boat_builder,b2b_service
771,boat_charter,event_or_party_service
14156,boat_dealer,boat_dealer
4944,boat_parts_and_accessories,specialty_store
770,boat_parts_and_supply_store,specialty_store
16808,boat_rental_and_training,water_sport_equipment_rental_service
11366,boat_service_and_repair,vehicle_service
492,boat_storage_facility,storage_facility
9568,boat_tours,tour_operator
2,boating_places,recreational_location
1,bobsledding_field,recreational_location
2,bocce_ball_court,sport_court
26,body_contouring,plastic_reconstructive_and_aesthetic_surgery
31,bolivian_restaurant,restaurant
2797,book_magazine_distribution,print_media_service
369,bookbinding,media_service
1856,bookkeeper,accountant_or_bookkeeper
14,bookmakers,gaming_venue
6541,books_mags_music_and_video,specialty_store
142978,bookstore,bookstore
9088,boot_camp,fitness_studio
8870,botanical_garden,garden
16707,bottled_water_company,food_or_beverage_store
57,boudoir_photography,photography_service
336,bounce_house_rental,event_or_party_service
71040,boutique,fashion_or_apparel_store
18275,bowling_alley,bowling_alley
67,box_lunch_supplier,food_or_beverage_store
12264,boxing_class,sport_fitness_facility
384,boxing_club,sport_recreation_club
772,boxing_gym,sport_fitness_facility
12324,brake_service_and_repair,auto_repair_service
1647,brasserie,casual_eatery
190,brazilian_jiu_jitsu_club,martial_arts_club
19347,brazilian_restaurant,restaurant
75942,breakfast_and_brunch_restaurant,breakfast_restaurant
48694,brewery,brewery
198,brewing_supply_store,specialty_store
56366,bridal_shop,fashion_or_apparel_store
42087,bridge,bridge
6412,british_restaurant,restaurant
55812,broadcasting_media_production,media_service
9991,brokers,financial_service
1,bubble_soccer_field,sport_field
39277,bubble_tea,beverage_shop
107495,buddhist_temple,buddhist_place_of_worship
35737,buffet_restaurant,buffet_restaurant
13160,builders,building_contractor_service
20964,building_contractor,building_contractor_service
391584,building_supply_store,specialty_store
699,bulgarian_restaurant,restaurant
8,bulk_billing,healthcare_location
1,bungee_jumping_center,sport_fitness_facility
154890,burger_restaurant,restaurant
553,burmese_restaurant,restaurant
1316,bus_rentals,vehicle_service
4503,bus_service,transportation_location
71861,bus_station,bus_station
55,bus_ticket_agency,travel_ticket_office
2738,bus_tours,tour_operator
120032,business,business_location
44104,business_advertising,business_advertising_marketing
325,business_banking_service,financial_service
2071,business_brokers,financial_service
31333,business_consulting,b2b_service
4914,business_equipment_and_supply,b2b_supplier_distributor
217,business_financing,financial_service
3075,business_law,attorney_or_law_firm
67710,business_management_services,business_management_service
294785,business_manufacturing_and_supply,manufacturer
14141,business_office_supplies_and_stationery,office_supply_store
1145,business_records_storage_and_management,b2b_service
988,business_schools,college_university
1135,business_signage,business_advertising_marketing
913,business_storage_and_transportation,b2b_service
31098,business_to_business,b2b_service
12776,business_to_business_services,b2b_service
141617,butcher_shop,butcher_shop
39,cabaret,performing_arts_venue
29072,cabin,accommodation
7154,cabinet_sales_service,home_service
446,cable_car_service,transportation_location
635693,cafe,cafe
4387,cafeteria,restaurant
3156,cajun_and_creole_restaurant,restaurant
30,calligraphy,media_service
775,cambodian_restaurant,restaurant
109953,campground,campground
85380,campus_building,place_of_learning
730,canadian_restaurant,restaurant
2305,canal,
1600,cancer_treatment_center,clinic_or_treatment_center
1451,candle_store,specialty_store
75548,candy_store,candy_shop
11121,cannabis_clinic,clinic_or_treatment_center
2,cannabis_collective,clinic_or_treatment_center
7587,cannabis_dispensary,specialty_store
1,cannabis_tour,tour_operator
6872,canoe_and_kayak_hire_service,recreational_equipment_rental_service
7,canteen,restaurant
14,canyon,
365,car_auction,specialty_store
1687,car_broker,car_dealer
747,car_buyer,car_dealer
469973,car_dealer,car_dealer
3416,car_inspection,vehicle_service
105369,car_rental_agency,auto_rental_service
2947,car_sharing,taxi_or_ride_share_service
327,car_stereo_installation,vehicle_service
10352,car_stereo_store,specialty_store
129709,car_wash,car_wash
17173,car_window_tinting,vehicle_service
76,cardio_classes,sport_fitness_facility
26544,cardiologist,cardiology
687,cardiovascular_and_thoracic_surgeon,cardiovascular_surgery
2490,cards_and_stationery_store,specialty_store
6420,career_counseling,educational_service
7487,caribbean_restaurant,restaurant
14,caricature,event_or_party_service
86147,carpenter,carpentry_service
22191,carpet_cleaning,carpet_cleaning_service
835,carpet_installation,home_service
77876,carpet_store,specialty_store
24,cartooning_museum,art_museum
35881,casino,casino
115,casting_molding_and_machining,b2b_supplier_distributor
12092,castle,castle
222,catalan_restaurant,restaurant
91119,caterer,catering_service
102869,catholic_church,christian_place_of_worship
3451,cave,
167,ceiling_and_roofing_repair_and_service,roofing_service
947,ceiling_service,home_service
1126,cement_supplier,b2b_supplier_distributor
4657,cemeteries,cemetery
230066,central_government_office,government_office
106,ceremonial_clothing,clothing_store
144,certification_agency,b2b_service
41,challenge_courses_center,sport_fitness_facility
13,chamber_of_handicraft,entertainment_location
277,chambers_of_commerce,government_office
151,champagne_bar,bar
60240,charity_organization,charity_organization
139,charter_school,place_of_learning
10575,check_cashing_payday_loans,loan_provider
19,cheerleading,specialty_school
15555,cheese_shop,food_or_beverage_store
6,cheese_tasting_classes,specialty_school
907,cheesesteak_restaurant,restaurant
56304,chemical_plant,b2b_supplier_distributor
104276,chicken_restaurant,chicken_restaurant
3252,chicken_wings_restaurant,chicken_restaurant
25783,child_care_and_day_care,child_care_or_day_care
577,child_protection_service,child_protection_service
711,child_psychiatrist,psychiatry
98,childbirth_education,specialty_school
18,childproofing,home_service
14,children_hall,civic_organization_office
136889,childrens_clothing_store,clothing_store
1369,childrens_hospital,childrens_hospital
728,childrens_museum,childrens_museum
263,chilean_restaurant,restaurant
1,chimney_cake_shop,food_or_beverage_store
198,chimney_service,home_service
7014,chimney_sweep,home_service
157,chinese_martial_arts_club,martial_arts_club
202672,chinese_restaurant,restaurant
109946,chiropractor,alternative_medicine
27168,chocolatier,candy_shop
2843,choir,music_venue
2301,christmas_trees,specialty_store
947160,church_cathedral,christian_place_of_worship
215,cidery,beverage_shop
63,cigar_bar,bar
65853,cinema,movie_theater
3634,circus,performing_arts_venue
59,circus_school,specialty_school
459,civic_center,civic_center
3142,civil_engineers,engineering_service
64,civil_examinations_academy,educational_service
214,civil_rights_lawyers,attorney_or_law_firm
500,civilization_museum,museum
1504,cleaning_products_supplier,b2b_supplier_distributor
21080,cleaning_services,business_cleaning_service
2,climbing_class,sport_fitness_facility
106,climbing_service,sport_fitness_facility
12799,clinical_laboratories,b2b_service
160,clock_repair_service,home_service
25,closet_remodeling,remodeling_service
12141,clothing_company,clothing_store
5188,clothing_rental,clothing_store
952892,clothing_store,clothing_store
38,clown,event_or_party_service
2,club_crawl,social_club
290,coach_bus,transportation_location
528,coal_and_coke,utility_energy_infrastructure
50883,cocktail_bar,bar
160,coffee_and_tea_supplies,food_or_beverage_store
905,coffee_roastery,coffee_shop
715882,coffee_shop,coffee_shop
165,coin_dealers,financial_service
3754,collection_agencies,financial_service
84,college_counseling,educational_service
416296,college_university,college_university
2284,colombian_restaurant,restaurant
39,colonics,clinic_or_treatment_center
7561,comedy_club,comedy_club
6334,comfort_food_restaurant,restaurant
10872,comic_books_store,bookstore
85462,commercial_industrial,industrial_commercial_infrastructure
1236,commercial_printer,b2b_service
35469,commercial_real_estate,b2b_service
5757,commercial_refrigeration,b2b_service
3101,commercial_vehicle_dealer,vehicle_dealer
536,commissioned_artist,media_service
91334,community_center,community_center
98,community_gardens,garden
554,community_health_center,clinic_or_treatment_center
561,community_museum,museum
688097,community_services_non_profits,social_or_community_service
24861,computer_coaching,specialty_school
28009,computer_hardware_company,technical_service
436,computer_museum,science_museum
105927,computer_store,electronics_store
7337,computer_wholesaler,wholesaler
4,concept_shop,specialty_store
30,concierge_medicine,clinic_or_treatment_center
23229,condominium,
859,construction_management,building_construction_service
315809,construction_services,building_construction_service
2198,consultant_and_general_service,business_management_service
14,contemporary_art_museum,art_museum
329,contract_law,attorney_or_law_firm
434687,contractor,building_contractor_service
428125,convenience_store,convenience_store
8464,convents_and_monasteries,religious_organization
440,cooking_classes,art_craft_hobby_store
7880,cooking_school,specialty_school
932,copywriting_service,media_service
5460,corporate_entertainment_services,b2b_service
77,corporate_gift_supplier,b2b_supplier_distributor
131010,corporate_office,corporate_or_business_office
223632,cosmetic_and_beauty_supplies,specialty_store
26697,cosmetic_dentist,dental_care
166,cosmetic_products_manufacturer,manufacturer
2450,cosmetic_surgeon,plastic_reconstructive_and_aesthetic_surgery
7472,cosmetology_school,specialty_school
71,costa_rican_restaurant,restaurant
78,costume_museum,art_museum
19744,costume_store,art_craft_hobby_store
23240,cottage,accommodation
160,cotton_mill,b2b_supplier_distributor
156340,counseling_and_mental_health,mental_health
30989,countertop_installation,home_service
370,country_club,country_club
172,country_dance_hall,entertainment_location
50,country_house,accommodation
57147,courier_and_delivery_services,courier_service
434,court_reporter,legal_service
36756,courthouse,government_office
14481,coworking_space,b2b_service
569,cpr_classes,specialty_school
1721,craft_shop,art_craft_hobby_store
1526,crane_services,b2b_service
8698,credit_and_debt_counseling,financial_service
73023,credit_union,credit_union
5919,cremation_services,funeral_service
2520,cricket_ground,sport_stadium
13409,criminal_defense_law,attorney_or_law_firm
181,crisis_intervention_services,clinic_or_treatment_center
575,crops_production,farm
137,cryotherapy,healthcare_location
22,csa_farm,food_or_beverage_store
2757,cuban_restaurant,restaurant
47004,cultural_center,entertainment_location
39438,cupcake_shop,food_or_beverage_store
19890,currency_exchange,financial_service
2,curry_sausage_restaurant,restaurant
273,custom_cakes_shop,food_or_beverage_store
763,custom_clothing,fashion_or_apparel_store
970,custom_t_shirt_store,clothing_store
2401,customized_merchandise,specialty_store
390,customs_broker,b2b_service
1750,cycling_classes,sport_fitness_facility
1732,czech_restaurant,restaurant
7621,dairy_farm,farm
1689,dairy_stores,grocery_store
15224,damage_restoration,home_service
103110,dance_club,dance_club
121929,dance_school,specialty_school
1648,dance_wear,sporting_goods_store
4,danish_restaurant,restaurant
3128,data_recovery,technical_service
169542,day_care_preschool,child_care_or_day_care
15076,day_spa,spa
726,debt_relief_services,financial_service
1264,deck_and_railing_sales_service,home_service
87,decorative_arts_museum,art_museum
67034,delicatessen,deli
1925,demolition_service,home_service
216,denim_wear_store,clothing_store
66,dental_hygienist,dental_hygiene
1018,dental_laboratories,b2b_service
772,dental_supply_store,specialty_store
642645,dentist,general_dentistry
149,dentistry_schools,college_university
8668,department_of_motor_vehicles,government_office
44,department_of_social_service,government_office
97170,department_store,department_store
34988,dermatologist,healthcare_location
28,desert,
184,design_museum,art_museum
6207,designer_clothing,clothing_store
97959,desserts,casual_eatery
23154,diagnostic_imaging,diagnostic_service
24909,diagnostic_services,diagnostic_service
11750,dialysis_clinic,clinic_or_treatment_center
59,diamond_dealer,specialty_store
626,dietitian,nutrition_and_dietetics
490,digitizing_services,media_service
6093,dim_sum_restaurant,restaurant
99619,diner,restaurant
30,dinner_theater,performing_arts_venue
149,direct_mail_advertising,business_advertising_marketing
2095,disability_law,attorney_or_law_firm
16802,disability_services_and_support_organization,civic_organization_office
2985,disc_golf_course,sport_field
126687,discount_store,discount_store
475,display_home_center,real_estate_service
8548,distillery,food_or_beverage_store
9466,distribution_services,shipping_delivery_service
3996,dive_bar,bar
887,dive_shop,sporting_goods_store
1324,diving_center,sport_fitness_facility
26116,divorce_and_family_law,attorney_or_law_firm
15,diy_auto_shop,auto_repair_service
58,diy_foods_restaurant,restaurant
3620,dj_service,dj_service
398,do_it_yourself_store,home_improvement_center
431422,doctor,doctors_office
13126,dog_park,dog_park
23211,dog_trainer,animal_training
6331,dog_walkers,dog_walker
3,domestic_airports,airport
1045,domestic_business_and_trade_organizations,b2b_service
750,dominican_restaurant,restaurant
393,donation_center,social_or_community_service
13539,doner_kebab,restaurant
32607,donuts,casual_eatery
2900,door_sales_service,home_service
41,doula,healthcare_location
425,drama_school,specialty_school
87,drinking_water_dispenser,b2b_supplier_distributor
4682,drive_in_theater,movie_theater
86,drive_thru_bar,bar
5619,driving_range,sport_fitness_facility
105071,driving_school,specialty_school
136,drone_store,specialty_store
29875,drugstore,specialty_store
52809,dry_cleaning,dry_cleaning_service
3510,drywall_services,home_service
423,dui_law,attorney_or_law_firm
37,dui_school,specialty_school
1399,dumpling_restaurant,restaurant
1747,dumpster_rentals,b2b_service
89,duplication_services,media_service
1169,duty_free_shop,specialty_store
32489,e_cigarette_store,specialty_store
6662,e_commerce_service,software_development
18059,ear_nose_and_throat,healthcare_location
4215,eastern_european_restaurant,restaurant
106389,eat_and_drink,eating_drinking_location
187,eatertainment,entertainment_location
6,eating_disorder_treatment_centers,clinic_or_treatment_center
791,ecuadorian_restaurant,restaurant
86,editorial_services,media_service
511547,education,place_of_learning
6184,educational_camp,place_of_learning
12421,educational_research_institute,place_of_learning
65354,educational_services,educational_service
4723,educational_supply_store,specialty_store
926,egyptian_restaurant,restaurant
26,elder_care_planning,social_or_community_service
16465,electric_utility_provider,electric_utility_service
2,electrical_consultant,technical_service
7543,electrical_supply_store,specialty_store
4487,electrical_wholesaler,wholesaler
126538,electrician,electrical_service
3803,electricity_supplier,electric_utility_service
4414,electronic_parts_supplier,b2b_supplier_distributor
258742,electronics,electronics_store
1783,electronics_repair_shop,electronic_repiar_service
489693,elementary_school,elementary_school
8467,elevator_service,b2b_service
19335,embassy,government_office
1474,embroidery_and_crochet,art_craft_hobby_store
4476,emergency_medicine,healthcare_location
784,emergency_pet_hospital,animal_hospital
1150,emergency_roadside_service,emergency_roadside_service
18873,emergency_room,emergency_room
1140,emergency_service,social_or_community_service
5347,emissions_inspection,vehicle_service
252,empanadas,restaurant
114338,employment_agencies,human_resource_service
8068,employment_law,attorney_or_law_firm
3,ems_training,healthcare_location
5805,endocrinologist,internal_medicine
4269,endodontist,dental_care
31,endoscopist,healthcare_location
30167,energy_company,utility_energy_infrastructure
29828,energy_equipment_and_solution,b2b_supplier_distributor
621,energy_management_and_conservation_consultants,b2b_service
5196,engine_repair_service,auto_repair_service
415,engineering_schools,college_university
144776,engineering_services,engineering_service
378,engraving,media_service
165,entertainment_law,attorney_or_law_firm
209,environmental_abatement_services,b2b_service
11306,environmental_and_ecological_services_for_businesses,b2b_service
6899,environmental_conservation_and_ecological_organizations,conservation_organization
18493,environmental_conservation_organization,conservation_organization
6,environmental_medicine,healthcare_location
98,environmental_renewable_natural_resource,b2b_service
2498,environmental_testing,b2b_service
243,episcopal_church,christian_place_of_worship
17406,equestrian_facility,equestrian_facility
172,erotic_massage,entertainment_location
9322,escape_rooms,escape_room
2771,escrow_services,real_estate_service
621,esports_league,sport_league
363,esports_team,sport_team
240,estate_liquidation,real_estate_service
2859,estate_planning_law,attorney_or_law_firm
46,esthetician,personal_service
2338,ethical_grocery,grocery_store
1736,ethiopian_restaurant,restaurant
14592,european_restaurant,restaurant
35113,ev_charging_station,ev_charging_station
34733,evangelical_church,christian_place_of_worship
111177,event_photography,photography_service
806805,event_planning,event_or_party_service
12082,event_technology_service,event_or_party_service
14987,excavation_service,home_service
632,executive_search_consultants,business_management_service
25,exhaust_and_muffler_repair,auto_repair_service
271,exhibition_and_trade_center,event_space
843,exporters,import_export_company
78,exterior_design,home_service
27094,eye_care_clinic,eye_care
461,eyebrow_service,beauty_salon
1164,eyelash_service,beauty_salon
180412,eyewear_and_optician,optician
61136,fabric_store,art_craft_hobby_store
284,fabric_wholesaler,wholesaler
38,face_painting,event_or_party_service
13148,fair,fairgrounds
1114,falafel_restaurant,restaurant
4079,family_counselor,mental_health
51991,family_practice,family_medicine
398,family_service_center,family_service
249698,farm,farm
6277,farm_equipment_and_supply,agricultural_service
269,farm_equipment_repair_service,agricultural_service
35,farm_insurance,insurance_agency
59643,farmers_market,farmers_market
1066,farming_equipment_store,specialty_store
5404,farming_services,agricultural_service
21,farrier_services,animal_service
91972,fashion,fashion_or_apparel_store
109389,fashion_accessories_store,fashion_or_apparel_store
472822,fast_food_restaurant,fast_food_restaurant
720,fastener_supplier,b2b_supplier_distributor
512,federal_government_offices,government_office
16447,fence_and_gate_sales_service,home_service
1253,fencing_club,sport_recreation_club
45,feng_shui,home_service
8356,ferry_boat_company,ferry_service
352,ferry_service,ferry_service
6013,fertility,healthcare_location
512,fertilizer_store,agricultural_service
322,festival,festival_venue
25,fidelity_and_surety_bonds,insurance_agency
10634,filipino_restaurant,restaurant
70,film_festivals_and_organizations,festival_venue
88917,financial_advising,financial_service
355749,financial_service,financial_service
360,fingerprinting_service,b2b_service
5325,fire_and_water_damage_restoration,home_service
87633,fire_department,fire_station
23192,fire_protection_service,home_service
329,firearm_training,specialty_school
8233,fireplace_service,home_service
415,firewood,home_service
11010,firework_retailer,specialty_store
1962,first_aid_class,specialty_school
19113,fish_and_chips_restaurant,restaurant
5767,fish_farm,farm
162,fish_farms_and_hatcheries,farm
131,fish_restaurant,restaurant
9394,fishing_charter,sport_fitness_facility
11441,fishing_club,sport_recreation_club
29974,fishmonger,food_or_beverage_store
269,fitness_equipment_wholesaler,wholesaler
857,fitness_exercise_equipment,sporting_goods_store
51568,fitness_trainer,sport_fitness_facility
26,flatbread_restaurant,restaurant
26124,flea_market,second-hand_shop
8104,flight_school,specialty_school
34,float_spa,spa
17517,flooring_contractors,building_contractor_service
5744,flooring_store,specialty_store
98,floral_designer,event_or_party_service
17647,florist,flower_shop
88,flour_mill,b2b_supplier_distributor
36,flower_markets,flower_shop
441505,flowers_and_gifts_shop,flower_shop
45,flyboarding_center,sport_fitness_facility
2,flyboarding_rental,sport_fitness_facility
157,fmcg_wholesaler,wholesaler
2471,fondue_restaurant,restaurant
33989,food,food_or_beverage_store
508,food_and_beverage_consultant,b2b_service
648,food_and_beverage_exporter,import_export_company
3961,food_banks,food_bank
52345,food_beverage_service_distribution,b2b_supplier_distributor
2753,food_consultant,business_management_service
3095,food_court,food_court
50996,food_delivery_service,food_delivery_service
633,food_safety_training,specialty_school
42965,food_stand,food_stand
697,food_tours,tour_operator
28037,food_truck,casual_eatery
405,foot_care,personal_service
168,football_club,sport_recreation_club
8628,football_stadium,sport_stadium
70,footwear_wholesaler,wholesaler
7467,forest,
25,forestry_consultants,b2b_service
14339,forestry_service,b2b_service
500,forklift_dealer,vehicle_dealer
1205,formal_wear_store,clothing_store
1364,fort,fort
91,fortune_telling_service,event_or_party_service
1752,foster_care_services,foster_care_service
482,foundation_repair,home_service
12611,fountain,public_fountain
5709,framing_store,art_craft_hobby_store
100,fraternal_organization,social_club
32,free_diving_center,sport_fitness_facility
